Index 2 Population 0 Rate 0.202127 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 0 Population 1 Rate 0.102273 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 0 Population 2 Rate 0.0699983 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -92.2454
Index 5 Population 0 Rate 0.202129 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 0 Population 1 Rate 0.0909107 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 1 Population 2 Rate 0.0699983 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -90.9718
Index 8 Population 0 Rate 0.202127 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 0 Population 1 Rate 0.0795452 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 2 Population 2 Rate 0.0699999 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -90.4891
Index 11 Population 0 Rate 0.202124 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 0 Population 1 Rate 0.0681825 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 3 Population 2 Rate 0.0700015 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -90.5562
Index 14 Population 0 Rate 0.202126 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 0 Population 1 Rate 0.0568186 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 4 Population 2 Rate 0.0700003 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -91.1491
Index 17 Population 0 Rate 0.202131 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 0 Population 1 Rate 0.0454542 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 5 Population 2 Rate 0.0700021 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -92.4568
Index 20 Population 0 Rate 0.191489 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 1 Population 1 Rate 0.102273 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 0 Population 2 Rate 0.0700009 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -94.2743
Index 23 Population 0 Rate 0.191489 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 1 Population 1 Rate 0.0909095 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 1 Population 2 Rate 0.0700012 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -93.0006
Index 26 Population 0 Rate 0.191489 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 1 Population 1 Rate 0.0795462 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 2 Population 2 Rate 0.0700014 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -92.5179
Index 29 Population 0 Rate 0.191491 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 1 Population 1 Rate 0.0681809 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 3 Population 2 Rate 0.0699981 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -92.5851
Index 32 Population 0 Rate 0.191488 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 1 Population 1 Rate 0.0568197 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 4 Population 2 Rate 0.0699976 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -93.1779
Index 35 Population 0 Rate 0.19149 Fixes 18 0 3 7 9 11 13 15 16 17 18 21 22 26 30 31 32 33 37 Provisional 1 40 Removed 1 Population 1 Rate 0.0454529 Fixes 4 1 20 23 24 Provisional 5 5 14 25 27 34 Removed 5 Population 2 Rate 0.069999 Fixes 7 4 6 12 28 35 38 39 Provisional 2 2 29 Removed 2 Likelihood -94.4857
